Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),CO2 emissions (g/km),CO2 rating ,Smog rating,Recharge time (h),CO2 rating
2021-01-01,Ford,Mustang Mach-E Standard Range AWD,Station wagon: Small,198,A1,B,21,24,22,2,2,2,340,0,10,10,8,10
2021-01-01,Ford,"\"Mustang Mach-E Extended Range (19\"\" Wheels)\"",Station wagon: Small,216,A1,B,20,23,21,2,2,2,483,0,10,10,10,10
2021-01-01,Ford,Mustang Mach-E Extended Range AWD,Station wagon: Small,258,A1,B,21,25,23,2,2,2,435,0,10,10,10,10
2021-01-01,Ford,Mustang Mach-E California Route 1,Station wagon: Small,216,A1,B,19,22,20,2,2,2,491,0,10,10,11,10
2021-01-01,Ford,Mustang Mach-E GT Performance Edition,Station wagon: Small,358,A1,B,23,27,25,2,3,2,418,0,10,10,10,10
2021-01-01,Hyundai,IONIQ Electric,Mid-size,100,A1,B,14,17,15,1,1,1,274,0,10,10,5,10
2021-01-01,Hyundai,Kona Electric,Sport utility vehicle: Small,150,A1,B,16,19,17,1,2,2,415,0,10,10,9,10
2021-01-01,Kia,Niro EV,Station wagon: Small,150,A1,B,17,20,18,1,2,2,385,0,10,10,9,10
2021-01-01,Kia,Soul EV (120 Ah),Station wagon: Small,150,A1,B,15,20,17,1,2,2,248,0,10,10,6,10
2021-01-01,Kia,Soul EV (180 Ah),Station wagon: Small,150,A1,B,16,21,18,1,2,2,383,0,10,10,9,10
2021-01-01,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,18,20,19,2,2,2,177,0,10,10,4,10
2021-01-01,Nissan,LEAF (40 kWh),Mid-size,110,A1,B,17,21,18,1,2,2,240,0,10,10,8,10
2021-01-01,Nissan,LEAF S PLUS,Mid-size,160,A1,B,17,21,19,2,2,2,363,0,10,10,11,10
2021-01-01,Nissan,LEAF SV/SL PLUS,Mid-size,160,A1,B,18,22,20,2,2,2,349,0,10,10,11,10
2021-01-01,Polestar,2,Mid-size,300,A1,B,21,23,22,2,2,2,375,0,10,10,8,10
2021-01-01,Porsche,Taycan 4 Cross Turismo,Mid-size,280,A2,B,27,27,27,3,3,3,346,0,10,10,10,10
2021-01-01,Porsche,Taycan 4S (Performance Battery),Compact,320,A2,B,26,26,26,3,2,3,320,0,10,10,9,10
2021-01-01,Porsche,Taycan 4S (Performance Battery Plus),Compact,360,A2,B,28,25,27,3,2,3,365,0,10,10,10,10
2021-01-01,Porsche,Taycan 4S Cross Turismo,Mid-size,360,A2,B,28,28,28,3,3,3,346,0,10,10,10,10
2021-01-01,Porsche,Taycan Turbo,Compact,460,A2,B,29,28,28,3,3,3,341,0,10,10,10,10
2021-01-01,Porsche,Taycan Turbo Cross Turismo,Mid-size,460,A2,B,29,29,29,3,3,3,328,0,10,10,10,10
2021-01-01,Porsche,Taycan Turbo S,Compact,460,A2,B,30,29,29,3,3,3,323,0,10,10,10,10
2021-01-01,Porsche,Taycan Turbo S Cross Turismo,Mid-size,460,A2,B,28,28,28,3,3,3,325,0,10,10,10,10
2021-01-01,Tesla,Model 3 Standard Range,Mid-size,191,A1,B,14,16,15,1,1,1,151,0,10,10,3,10
2021-01-01,Tesla,Model 3 Standard Range Plus,Mid-size,191,A1,B,13,15,14,1,1,1,423,0,10,10,8,10
2021-01-01,Tesla,Model 3 Long Range AWD,Mid-size,293,A1,B,14,16,15,1,1,1,568,0,10,10,10,10
2021-01-01,Tesla,Model 3 Performance,Mid-size,321,A1,B,17,19,18,2,2,2,507,0,10,10,10,10
2021-01-01,Tesla,Model S Long Range,Full-size,494,A1,B,16,18,17,1,2,2,652,0,10,10,15,10
2021-01-01,Tesla,Model S Long Range Plus,Full-size,398,A1,B,18,19,18,2,2,2,629,0,10,10,12,10
2021-01-01,Tesla,"\"Model S Performance (19\"\" Wheels)\"",Full-size,580,A1,B,18,19,19,2,2,2,623,0,10,10,12,10
2021-01-01,Tesla,"\"Model S Performance (21\"\" Wheels)\"",Full-size,580,A1,B,21,22,21,2,2,2,538,0,10,10,12,10
2021-01-01,Tesla,"\"Model S Plaid (19\"\" Wheels)\"",Full-size,750,A1,B,17,18,18,2,2,2,637,0,10,10,15,10
2021-01-01,Tesla,"\"Model S Plaid (21\"\" Wheels)\"",Full-size,750,A1,B,20,21,20,2,2,2,560,0,10,10,15,10
2021-01-01,Tesla,Model X Long Range,Sport utility vehicle: Standard,494,A1,B,19,21,20,2,2,2,560,0,10,10,14,10
2021-01-01,Tesla,Model X Long Range Plus,Sport utility vehicle: Standard,398,A1,B,19,20,19,2,2,2,597,0,10,10,12,10
2021-01-01,Tesla,"\"Model X Performance (20\"\" Wheels)\"",Sport utility vehicle: Standard,580,A1,B,21,22,21,2,2,2,549,0,10,10,12,10
2021-01-01,Tesla,"\"Model X Performance (22\"\" Wheels)\"",Sport utility vehicle: Standard,580,A1,B,23,25,24,2,2,2,483,0,10,10,12,10
2021-01-01,Tesla,Model Y Standard Range,Sport utility vehicle: Small,211,A1,B,15,17,16,1,2,1,393,0,10,10,8,10
2021-01-01,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,270,A1,B,15,17,16,1,2,1,525,0,10,10,10,10
2021-01-01,Tesla,Model Y Performance,Sport utility vehicle: Small,312,A1,B,18,19,18,2,2,2,488,0,10,10,10,10
2021-01-01,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,150,A1,B,20,23,21,2,2,2,400,0,10,10,7,10
2021-01-01,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,220,A1,B,21,23,22,2,2,2,386,0,10,10,7,10
2021-01-01,Volvo,XC40 Recharge,Sport utility vehicle: Small,300,A1,B,24,29,26,2,3,3,335,0,10,10,8,10
2022-01-01,Audi,e-tron 55 quattro,Sport utility vehicle: Standard,300,A1,B,26,27,27,3,3,3,357,0,10,10,10,10
2022-01-01,Audi,e-tron Sportback 55 quattro,Sport utility vehicle: Standard,300,A1,B,27,27,27,3,3,3,351,0,10,10,10,10
2022-01-01,Audi,"\"e-tron S Sportback quattro (20\"\" Wheels)\"",Sport utility vehicle: Standard,370,A1,B,28,27,27,3,3,3,341,0,10,10,10,10
2022-01-01,Audi,"\"e-tron S Sportback quattro (21\"\" or 22\"\" Wheels)\"",Sport utility vehicle: Standard,370,A1,B,32,31,32,3,3,3,298,0,10,10,10,10
2022-01-01,Audi,e-tron GT,Mid-size,390,A2,B,25,25,25,2,2,2,383,0,10,10,10,10
2022-01-01,Audi,RS e-tron GT,Mid-size,475,A2,B,26,25,26,3,2,2,373,0,10,10,10,10
2022-01-01,Audi,Q4 50 e-tron quattro,Sport utility vehicle: Small,220,A1,B,21,23,22,2,2,2,388,0,10,10,9,10
2022-01-01,Audi,Q4 50 e-tron Sportback quattro,Sport utility vehicle: Small,220,A1,B,21,23,22,2,2,2,388,0,10,10,9,10
2022-01-01,BMW,"\"i4 eDrive40 (18\"\" Wheels)\"",Subcompact,250,A1,B,19,19,19,2,2,2,484,0,10,10,10,10
2022-01-01,BMW,"\"i4 eDrive40 (19\"\" Wheels)\"",Subcompact,250,A1,B,20,21,21,2,2,2,454,0,10,10,10,10
2022-01-01,BMW,"\"i4 M50 xDrive (19\"\" Wheels)\"",Subcompact,400,A1,B,22,21,21,2,2,2,435,0,10,10,10,10
2022-01-01,BMW,"\"i4 M50 xDrive (20\"\" Wheels)\"",Subcompact,400,A1,B,26,26,26,3,2,3,365,0,10,10,10,10
2022-01-01,BMW,"\"iX xDrive50 (20\"\" Wheels)\"",Sport utility vehicle: Standard,400,A1,B,24,24,24,2,2,2,521,0,10,10,12,10
2022-01-01,BMW,"\"iX xDrive50 (21\"\" Wheels)\"",Sport utility vehicle: Standard,400,A1,B,25,25,25,2,2,2,491,0,10,10,12,10
2022-01-01,BMW,"\"iX xDrive50 (22\"\" Wheels)\"",Sport utility vehicle: Standard,400,A1,B,24,24,24,2,2,2,507,0,10,10,12,10
2022-01-01,Chevrolet,Bolt EUV,Station wagon: Small,150,A1,B,16,20,18,1,2,2,397,0,10,10,7,10
2022-01-01,Chevrolet,Bolt EV,Station wagon: Small,150,A1,B,16,19,17,1,2,2,417,0,10,10,7,10
2022-01-01,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,318,A1,B,27,34,30,3,3,3,370,0,10,10,11,10
2022-01-01,Ford,F-150 Lightning Extended Range,Pickup truck: Standard,420,A1,B,26,33,29,3,3,3,515,0,10,10,10,10
2022-01-01,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,A1,B,28,35,31,3,3,3,483,0,10,10,9,10
2022-01-01,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,198,A1,B,19,21,20,2,2,2,397,0,10,10,8,10
2022-01-01,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,198,A1,B,21,24,22,2,2,2,360,0,10,10,8,10
2022-01-01,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,216,A1,B,20,23,21,2,2,2,488,0,10,10,10,10
2022-01-01,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,258,A1,B,21,24,23,2,2,2,446,0,10,10,10,10
2022-01-01,Ford,Mustang Mach-E California Route 1,Sport utility vehicle: Small,216,A1,B,19,22,20,2,2,2,505,0,10,10,11,10
2022-01-01,Ford,Mustang Mach-E California Route 1 AWD,Sport utility vehicle: Small,258,A1,B,20,22,21,2,2,2,502,0,10,10,10,10
2022-01-01,Ford,Mustang Mach-E GT Performance Edition,Sport utility vehicle: Small,358,A1,B,23,27,25,2,3,2,418,0,10,10,10,10
2022-01-01,Hyundai,IONIQ 5 Standard Range,Full-size,125,A1,B,16,22,19,1,2,2,354,0,10,10,6,10
2022-01-01,Hyundai,IONIQ 5 Long Range,Full-size,168,A1,B,15,21,18,1,2,2,488,0,10,10,8,10
2022-01-01,Hyundai,IONIQ 5 Long Range AWD,Full-size,239,A1,B,19,24,21,2,2,2,414,0,10,10,8,10
2022-01-01,Hyundai,Kona Electric,Sport utility vehicle: Small,150,A1,B,16,19,17,1,2,2,415,0,10,10,9,10
2022-01-01,Jaguar,I-PACE,Sport utility vehicle: Small,294,A1,B,27,29,28,3,3,3,357,0,10,10,13,10
2022-01-01,Kia,EV6 Standard Range,Station wagon: Small,125,A1,B,15,21,18,1,2,2,373,0,10,10,6,10
2022-01-01,Kia,EV6 Long Range,Station wagon: Small,168,A1,B,15,20,18,1,2,2,499,0,10,10,8,10
2022-01-01,Kia,EV6 Long Range AWD,Station wagon: Small,239,A1,B,18,22,19,2,2,2,441,0,10,10,8,10
2022-01-01,Kia,Niro EV,Station wagon: Small,150,A1,B,17,20,18,1,2,2,385,0,10,10,9,10
2022-01-01,Kia,Soul EV (120 Ah),Station wagon: Small,150,A1,B,15,20,17,1,2,2,248,0,10,10,6,10
2022-01-01,Kia,Soul EV (180 Ah),Station wagon: Small,150,A1,B,16,21,18,1,2,2,383,0,10,10,9,10
2022-01-01,Lucid,"\"Air Dream P AWD (19\"\" Wheels)\"",Full-size,829,A1,B,18,18,18,2,2,2,758,0,10,10,13,10
2022-01-01,Lucid,"\"Air Dream P AWD (21\"\" Wheels)\"",Full-size,829,A1,B,19,18,18,2,2,2,726,0,10,10,13,10
2022-01-01,Lucid,"\"Air Dream R AWD (19\"\" Wheels)\"",Full-size,696,A1,B,16,16,16,1,1,1,837,0,10,10,13,10
2022-01-01,Lucid,"\"Air Dream R AWD (21\"\" Wheels)\"",Full-size,696,A1,B,18,18,18,2,2,2,774,0,10,10,13,10
2022-01-01,Lucid,"\"Air Grand Touring AWD (19\"\" Wheels)\"",Full-size,611,A1,B,16,15,16,1,1,1,830,0,10,10,13,10
2022-01-01,Lucid,"\"Air Grand Touring AWD (21\"\" Wheels)\"",Full-size,611,A1,B,17,17,17,2,1,1,755,0,10,10,13,10
2022-01-01,Mazda,MX-30,Mid-size,107,A1,B,21,24,22,2,2,2,161,0,10,10,5,10
2022-01-01,Mercedes-Benz,EQB 350 4MATIC SUV,Sport utility vehicle: Small,215,A1,B,21,22,21,2,2,2,365,0,10,10,7,10
2022-01-01,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,385,A1,B,23,21,22,2,2,2,547,0,10,10,11,10
2022-01-01,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,17,20,19,2,2,2,183,0,10,10,4,10
2022-01-01,Nissan,LEAF (40 kWh),Mid-size,110,A1,B,17,21,18,1,2,2,240,0,10,10,8,10
2022-01-01,Nissan,LEAF S PLUS,Mid-size,160,A1,B,17,21,19,2,2,2,363,0,10,10,11,10
2022-01-01,Nissan,LEAF SV/SL PLUS,Mid-size,160,A1,B,18,22,20,2,2,2,349,0,10,10,11,10
2022-01-01,Polestar,2 Single Motor,Mid-size,170,A1,B,18,20,19,2,2,2,435,0,10,10,8,10
2022-01-01,Polestar,2 Dual Motor,Mid-size,300,A1,B,22,24,23,2,2,2,401,0,10,10,8,10
2022-01-01,Porsche,Taycan 4 Cross Turismo,Mid-size,280,A2,B,27,27,27,3,3,3,346,0,10,10,10,10
2022-01-01,Porsche,Taycan 4S (Performance Battery),Compact,320,A2,B,26,26,26,3,2,3,320,0,10,10,9,10
2022-01-01,Porsche,Taycan 4S (Performance Battery Plus),Compact,360,A2,B,28,25,27,3,2,3,365,0,10,10,10,10
2022-01-01,Porsche,Taycan 4S Cross Turismo,Mid-size,360,A2,B,28,28,28,3,3,3,346,0,10,10,10,10
2022-01-01,Porsche,Taycan GTS,Compact,380,A2,B,25,25,25,2,2,2,396,0,10,10,10,10
2022-01-01,Porsche,Taycan GTS Sport Turismo,Compact,380,A2,B,26,26,26,2,2,2,375,0,10,10,10,10
2022-01-01,Porsche,Taycan Turbo,Compact,460,A2,B,29,28,28,3,3,3,341,0,10,10,10,10
2022-01-01,Porsche,Taycan Turbo Cross Turismo,Mid-size,460,A2,B,29,29,29,3,3,3,328,0,10,10,10,10
2022-01-01,Porsche,Taycan Turbo S,Compact,460,A2,B,30,29,29,3,3,3,323,0,10,10,10,10
2022-01-01,Porsche,Taycan Turbo S Cross Turismo,Mid-size,460,A2,B,28,28,28,3,3,3,325,0,10,10,10,10
2022-01-01,Rivian,R1S,Sport utility vehicle: Standard,650,A1,B,28,32,30,3,3,3,509,0,10,10,13,10
2022-01-01,Rivian,R1T,Pickup truck: Standard,650,A1,B,28,31,29,3,3,3,505,0,10,10,13,10
2022-01-01,Tesla,Model 3 Standard Range,Mid-size,191,A1,B,17,19,18,2,2,2,146,0,10,10,3,10
2022-01-01,Tesla,Model 3 RWD,Mid-size,192,A1,B,15,16,15,1,1,1,438,0,10,10,8,10
2022-01-01,Tesla,Model 3 Long Range AWD,Mid-size,293,A1,B,15,16,16,1,1,1,576,0,10,10,10,10
2022-01-01,Tesla,Model 3 Performance,Mid-size,321,A1,B,17,19,18,2,2,2,507,0,10,10,10,10
2022-01-01,Tesla,Model S,Full-size,494,A1,B,16,18,17,1,2,2,652,0,10,10,15,10
2022-01-01,Tesla,"\"Model S Plaid (19\"\" Wheels)\"",Full-size,750,A1,B,17,18,18,2,2,2,637,0,10,10,15,10
2022-01-01,Tesla,"\"Model S Plaid (21\"\" Wheels)\"",Full-size,750,A1,B,20,21,20,2,2,2,560,0,10,10,15,10
2022-01-01,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,19,21,20,2,2,2,560,0,10,10,14,10
2022-01-01,Tesla,"\"Model X Plaid (20\"\" Wheels)\"",Sport utility vehicle: Standard,750,A1,B,20,22,21,2,2,2,536,0,10,10,14,10
2022-01-01,Tesla,"\"Model X Plaid (22\"\" Wheels)\"",Sport utility vehicle: Standard,750,A1,B,22,23,22,2,2,2,500,0,10,10,14,10
2022-01-01,Tesla,Model Y AWD,Sport utility vehicle: Small,291,A1,B,16,18,17,1,2,1,449,0,10,10,9,10
2022-01-01,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,16,17,17,1,2,1,531,0,10,10,10,10
2022-01-01,Tesla,Model Y Performance,Sport utility vehicle: Small,312,A1,B,18,19,18,2,2,2,488,0,10,10,10,10
2022-01-01,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,150,A1,B,18,22,20,2,2,2,422,0,10,10,7,10
2022-01-01,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,220,A1,B,21,23,22,2,2,2,394,0,10,10,7,10
2022-01-01,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,22,26,23,2,2,2,364,0,10,10,8,10
2022-01-01,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,22,26,24,2,3,2,359,0,10,10,8,10
2023-01-01,Audi,e-tron 55 quattro,Sport utility vehicle: Standard,300,A1,B,26,26,26,3,3,3,364,0,10,10,10,10
2023-01-01,Audi,e-tron Sportback 55 quattro,Sport utility vehicle: Standard,300,A1,B,27,26,26,3,2,3,362,0,10,10,10,10
2023-01-01,Audi,e-tron GT,Mid-size,390,A2,B,25,25,25,2,2,2,383,0,10,10,10,10
2023-01-01,Audi,RS e-tron GT,Mid-size,475,A2,B,26,25,26,3,2,2,373,0,10,10,10,10
2023-01-01,Audi,Q4 50 e-tron quattro,Sport utility vehicle: Small,220,A1,B,21,24,22,2,2,2,380,0,10,10,9,10
2023-01-01,Audi,Q4 Sportback 50 e-tron quattro,Sport utility vehicle: Small,220,A1,B,21,23,22,2,2,2,389,0,10,10,9,10
2023-01-01,BMW,"\"i4 eDrive35 Gran Coupe (18\"\" Wheels)\"",Subcompact,210,A1,B,18,18,18,2,2,2,412,0,10,10,8,10
2023-01-01,BMW,"\"i4 eDrive35 Gran Coupe (19\"\" Wheels)\"",Subcompact,210,A1,B,19,20,20,2,2,2,378,0,10,10,8,10
2023-01-01,BMW,"\"i4 eDrive40 Gran Coupe (18\"\" Wheels)\"",Subcompact,250,A1,B,19,19,19,2,2,2,484,0,10,10,10,10
2023-01-01,BMW,"\"i4 eDrive40 Gran Coupe (19\"\" Wheels)\"",Subcompact,250,A1,B,20,21,21,2,2,2,454,0,10,10,10,10
2023-01-01,BMW,"\"i4 M50 Gran Coupe (19\"\" Wheels)\"",Subcompact,400,A1,B,22,21,21,2,2,2,436,0,10,10,10,10
2023-01-01,BMW,"\"i4 M50 Gran Coupe (20\"\" Wheels)\"",Subcompact,400,A1,B,26,26,26,3,2,3,365,0,10,10,10,10
2023-01-01,BMW,"\"i7 xDrive60 (19\"\" Wheels)\"",Full-size,400,A1,B,24,22,23,2,2,2,512,0,10,10,12,10
2023-01-01,BMW,"\"i7 xDrive60 (20\"\" Wheels)\"",Full-size,400,A1,B,25,24,25,2,2,2,476,0,10,10,12,10
2023-01-01,BMW,"\"i7 xDrive60 (21\"\" Wheels)\"",Full-size,400,A1,B,24,23,24,2,2,2,496,0,10,10,12,10
2023-01-01,BMW,"\"iX xDrive40 (20\"\" Wheels) \"",Sport utility vehicle: Standard,240,A1,B,25,25,25,2,2,2,322,0,10,10,8,10
2023-01-01,BMW,"\"iX xDrive40 (21\"\" Wheels) \"",Sport utility vehicle: Standard,240,A1,B,24,25,25,2,2,2,322,0,10,10,8,10
2023-01-01,BMW,"\"iX xDrive40 (22\"\" Wheels) \"",Sport utility vehicle: Standard,240,A1,B,24,25,25,2,2,2,320,0,10,10,8,10
2023-01-01,BMW,"\"iX xDrive50 (20\"\" Wheels)\"",Sport utility vehicle: Standard,385,A1,B,24,24,24,2,2,2,521,0,10,10,12,10
2023-01-01,BMW,"\"iX xDrive50 (21\"\" Wheels)\"",Sport utility vehicle: Standard,385,A1,B,25,25,25,2,2,2,496,0,10,10,12,10
2023-01-01,BMW,"\"iX xDrive50 (22\"\" Wheels)\"",Sport utility vehicle: Standard,385,A1,B,24,24,24,2,2,2,512,0,10,10,12,10
2023-01-01,BMW,"\"iX M60 (21\"\" Wheels)\"",Sport utility vehicle: Standard,397,A1,B,27,26,27,3,3,3,463,0,10,10,12,10
2023-01-01,BMW,"\"iX M60 (22\"\" Wheels)\"",Sport utility vehicle: Standard,397,A1,B,27,26,26,3,2,3,441,0,10,10,12,10
2023-01-01,Cadillac,LYRIQ,Sport utility vehicle: Small,254,A1,B,21,25,23,2,2,2,502,0,10,10,6,10
2023-01-01,Cadillac,LYRIQ AWD,Sport utility vehicle: Small,373,A1,B,21,25,23,2,2,2,494,0,10,10,10,10
2023-01-01,Chevrolet,Bolt EUV,Station wagon: Small,150,A1,B,16,20,18,1,2,2,397,0,10,10,7,10
2023-01-01,Chevrolet,Bolt EV,Station wagon: Small,150,A1,B,16,19,17,1,2,2,417,0,10,10,7,10
2023-01-01,Fisker,Ocean Extreme/One,Sport utility vehicle: Standard,350,A1,B,21,24,22,2,2,2,579,0,10,10,18,10
2023-01-01,Fisker,Ocean Ultra,Sport utility vehicle: Standard,350,A1,B,21,25,23,2,2,2,563,0,10,10,18,10
2023-01-01,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,318,A1,B,27,34,30,3,3,3,386,0,10,10,11,10
2023-01-01,Ford,F-150 Lightning Extended Range,Pickup truck: Standard,420,A1,B,26,33,29,3,3,3,515,0,10,10,10,10
2023-01-01,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,A1,B,28,35,31,3,3,3,483,0,10,10,9,10
2023-01-01,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,198,A1,B,19,21,20,2,2,2,397,0,10,10,8,10
2023-01-01,Ford,Mustang Mach-E Standard Range (LFP),Sport utility vehicle: Small,198,A1,B,19,22,20,2,2,2,402,0,10,10,7,10
2023-01-01,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,198,A1,B,21,24,22,2,2,2,360,0,10,10,8,10
2023-01-01,Ford,Mustang Mach-E Standard Range AWD (LFP),Sport utility vehicle: Small,232,A1,B,21,24,22,2,2,2,370,0,10,10,7,10
2023-01-01,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,216,A1,B,19,22,21,2,2,2,500,0,10,10,10,10
2023-01-01,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,258,A1,B,21,24,22,2,2,2,467,0,10,10,10,10
2023-01-01,Ford,Mustang Mach-E California Route 1 AWD,Sport utility vehicle: Small,258,A1,B,20,22,21,2,2,2,502,0,10,10,10,10
2023-01-01,Ford,Mustang Mach-E GT Performance Edition,Sport utility vehicle: Small,358,A1,B,23,27,25,2,3,2,418,0,10,10,10,10
