Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),CO2 emissions (g/km),CO2 rating ,Smog rating,Recharge time (h),CO2 rating
2023-01-01,Genesis,Electrified G80,Full-size,272,A1,B,19,23,21,2,2,2,454,0,10,10,9,10
2023-01-01,Genesis,GV60 Advanced AWD,Full-size,234,A1,B,20,24,22,2,2,2,399,0,10,10,7,10
2023-01-01,Genesis,GV60 Performance AWD,Full-size,320,A1,B,21,25,23,2,2,2,378,0,10,10,7,10
2023-01-01,Genesis,Electrified GV70,Sport utility vehicle: Small,320,A1,B,21,25,23,2,2,2,383,0,10,10,7,10
2023-01-01,Hyundai,IONIQ 5 Standard Range,Full-size,125,A1,B,16,22,19,1,2,2,354,0,10,10,6,10
2023-01-01,Hyundai,IONIQ 5 Long Range,Full-size,168,A1,B,15,21,18,1,2,2,488,0,10,10,8,10
2023-01-01,Hyundai,IONIQ 5 Long Range AWD,Full-size,239,A1,B,18,23,21,2,2,2,422,0,10,10,8,10
2023-01-01,Hyundai,IONIQ 6 Standard Range,Mid-size,111,A1,B,13,17,15,1,2,1,386,0,10,10,6,10
2023-01-01,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,168,A1,B,13,16,14,1,1,1,581,0,10,10,7,10
2023-01-01,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,239,A1,B,16,18,17,1,2,1,509,0,10,10,7,10
2023-01-01,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,239,A1,B,18,22,20,2,2,2,435,0,10,10,7,10
2023-01-01,Hyundai,Kona Electric,Sport utility vehicle: Small,150,A1,B,15,19,17,1,2,2,415,0,10,10,9,10
2023-01-01,Jaguar,I-PACE,Sport utility vehicle: Small,294,A1,B,24,26,25,2,3,2,381,0,10,10,13,10
2023-01-01,Kia,EV6 Standard Range,Station wagon: Small,125,A1,B,15,21,18,1,2,2,373,0,10,10,6,10
2023-01-01,Kia,EV6 Long Range,Station wagon: Small,168,A1,B,15,20,18,1,2,2,499,0,10,10,8,10
2023-01-01,Kia,"\"EV6 Long Range AWD (19\"\" Wheels)\"",Station wagon: Small,239,A1,B,17,21,19,2,2,2,454,0,10,10,8,10
2023-01-01,Kia,"\"EV6 Long Range AWD (20\"\" Wheels)\"",Station wagon: Small,239,A1,B,19,24,21,2,2,2,406,0,10,10,8,10
2023-01-01,Kia,EV6 GT AWD,Station wagon: Small,430,A1,B,24,28,26,2,3,3,332,0,10,10,8,10
2023-01-01,Kia,Niro EV,Station wagon: Small,150,A1,B,16,20,18,1,2,2,407,0,10,10,7,10
2023-01-01,Kia,Soul EV (120 Ah),Station wagon: Small,150,A1,B,15,20,17,1,2,2,248,0,10,10,6,10
2023-01-01,Kia,Soul EV (180 Ah),Station wagon: Small,150,A1,B,16,21,18,1,2,2,383,0,10,10,9,10
2023-01-01,Lexus,"\"RZ 450e AWD (18\"\" Wheels)\"",Sport utility vehicle: Small,230,A1,B,18,21,19,2,2,2,354,0,10,10,10,10
2023-01-01,Lexus,"\"RZ 450e AWD (20\"\" Wheels)\"",Sport utility vehicle: Small,230,A1,B,20,24,22,2,2,2,315,0,10,10,10,10
2023-01-01,Lucid,"\"Air Grand Touring XR (19\"\" Wheels)\"",Full-size,611,A1,B,16,15,16,1,1,1,830,0,10,10,13,10
2023-01-01,Lucid,"\"Air Grand Touring XR (20\"\" Wheels)\"",Full-size,611,A1,B,17,17,17,2,1,1,755,0,10,10,13,10
2023-01-01,Lucid,"\"Air Grand Touring XR (21\"\" Wheels)\"",Full-size,611,A1,B,17,17,17,2,1,1,755,0,10,10,13,10
2023-01-01,Lucid,"\"Air Grand Touring Performance (21\"\" Wheels)\"",Full-size,783,A1,B,19,18,18,2,2,2,718,0,10,10,13,10
2023-01-01,Lucid,"\"Air Pure (19\"\" Wheels)\"",Full-size,358,A1,B,14,14,14,1,1,1,660,0,10,10,10,10
2023-01-01,Lucid,"\"Air Pure (20\"\" Wheels)\"",Full-size,358,A1,B,17,17,17,1,2,1,618,0,10,10,10,10
2023-01-01,Lucid,"\"Air Touring (19\"\" Wheels)\"",Full-size,462,A1,B,14,14,14,1,1,1,684,0,10,10,10,10
2023-01-01,Lucid,"\"Air Touring (20\"\" Wheels)\"",Full-size,462,A1,B,17,17,17,1,2,1,618,0,10,10,10,10
2023-01-01,Lucid,"\"Air Touring (21\"\" Wheels)\"",Full-size,462,A1,B,17,17,17,1,2,1,618,0,10,10,10,10
2023-01-01,Mazda,MX-30,Mid-size,107,A1,B,21,24,22,2,2,2,161,0,10,10,5,10
2023-01-01,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,460,A1,B,28,28,28,3,3,3,362,0,10,10,9,10
2023-01-01,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,484,A1,B,28,27,27,3,3,3,446,0,10,10,11,10
2023-01-01,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,140,A1,B,18,21,19,2,2,2,394,0,10,10,7,10
2023-01-01,Mercedes-Benz,EQB 350 4MATIC SUV,Sport utility vehicle: Small,215,A1,B,21,22,21,2,2,2,356,0,10,10,6,10
2023-01-01,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,215,A1,B,24,24,24,2,2,2,418,0,10,10,8,10
2023-01-01,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,215,A1,B,25,26,25,2,3,2,407,0,10,10,9,10
2023-01-01,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,300,A1,B,25,25,25,2,2,2,418,0,10,10,9,10
2023-01-01,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,300,A1,B,23,24,23,2,2,2,433,0,10,10,9,10
2023-01-01,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,265,A1,B,20,19,20,2,2,2,547,0,10,10,11,10
2023-01-01,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,265,A1,B,26,27,26,3,3,3,459,0,10,10,11,10
2023-01-01,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,385,A1,B,23,22,23,2,2,2,547,0,10,10,11,10
2023-01-01,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,400,A1,B,26,28,27,3,3,3,459,0,10,10,11,10
2023-01-01,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,17,20,19,2,2,2,183,0,10,10,4,10
2023-01-01,Polestar,2 Single Motor,Mid-size,170,A1,B,18,20,19,2,2,2,435,0,10,10,8,10
2023-01-01,Polestar,2 Dual Motor,Mid-size,300,A1,B,20,21,20,2,2,2,418,0,10,10,8,10
2023-01-01,Polestar,2 Dual Motor Performance Pack,Mid-size,350,A1,B,20,21,20,2,2,2,418,0,10,10,8,10
2023-01-01,Polestar,2 BST Edition,Mid-size,350,A1,B,21,23,22,2,2,2,397,0,10,10,8,10
2023-01-01,Porsche,Taycan 4S (Performance Battery),Compact,320,A2,B,25,25,25,2,2,2,332,0,10,10,9,10
2023-01-01,Porsche,Taycan 4S (Performance Battery Plus),Compact,360,A2,B,26,26,26,3,2,3,378,0,10,10,10,10
2023-01-01,Porsche,Taycan 4S Cross Turismo,Mid-size,360,A2,B,26,26,26,3,3,3,370,0,10,10,10,10
2023-01-01,Porsche,Taycan GTS,Compact,380,A2,B,25,25,25,2,2,2,396,0,10,10,10,10
2023-01-01,Porsche,Taycan GTS Sport Turismo,Compact,380,A2,B,26,26,26,2,2,2,322,0,10,10,10,10
2023-01-01,Porsche,Taycan Turbo,Compact,460,A2,B,25,26,26,2,3,2,383,0,10,10,10,10
2023-01-01,Porsche,Taycan Turbo Cross Turismo,Mid-size,460,A2,B,26,27,26,2,3,3,375,0,10,10,10,10
2023-01-01,Porsche,Taycan Turbo S,Compact,460,A2,B,27,28,28,3,3,3,357,0,10,10,10,10
2023-01-01,Porsche,Taycan Turbo S Cross Turismo,Mid-size,460,A2,B,27,28,28,3,3,3,357,0,10,10,10,10
2023-01-01,Rivian,"\"R1S (20\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,30,35,32,3,3,3,465,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (20\"\" Wheels) All-Terrain\"",Sport utility vehicle: Standard,650,A1,B,32,35,33,3,3,3,441,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (20\"\" Wheels) AT Dual Large\"",Sport utility vehicle: Standard,418,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (20\"\" Wheels) AT Performance Dual Large\"",Sport utility vehicle: Standard,496,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (20\"\" Wheels) AT Dual Max\"",Sport utility vehicle: Standard,418,A1,B,26,31,28,3,3,3,571,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (20\"\" Wheels) AT Performance Dual Max\"",Sport utility vehicle: Standard,496,A1,B,26,31,28,3,3,3,571,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (21\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,27,31,29,3,3,3,517,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (21\"\" Wheels) Dual Large\"",Sport utility vehicle: Standard,418,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (21\"\" Wheels) Performance Dual Large\"",Sport utility vehicle: Standard,496,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (21\"\" Wheels) Dual Max\"",Sport utility vehicle: Standard,418,A1,B,23,27,25,2,3,2,644,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (21\"\" Wheels) Performance Dual Max\"",Sport utility vehicle: Standard,496,A1,B,23,27,25,2,3,2,644,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (22\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,28,33,30,3,3,3,488,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (22\"\" Wheels) Dual Large\"",Sport utility vehicle: Standard,418,A1,B,26,29,27,3,3,3,549,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (22\"\" Wheels) Performance Dual Large\"",Sport utility vehicle: Standard,496,A1,B,26,29,27,3,3,3,549,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (22\"\" Wheels) Dual Max\"",Sport utility vehicle: Standard,418,A1,B,25,29,26,2,3,3,612,0,10,10,13,10
2023-01-01,Rivian,"\"R1S (22\"\" Wheels) Performance Dual Max\"",Sport utility vehicle: Standard,496,A1,B,25,29,26,2,3,3,612,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (20\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,30,35,32,3,3,3,465,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (20\"\" Wheels) All-Terrain\"",Pickup truck: Standard,650,A1,B,32,35,33,3,3,3,441,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (20\"\" Wheels) AT Dual Large\"",Pickup truck: Standard,418,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (20\"\" Wheels) AT Performance Dual Large\"",Pickup truck: Standard,496,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (20\"\" Wheels) AT Dual Max\"",Pickup truck: Standard,418,A1,B,26,31,28,3,3,3,571,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (20\"\" Wheels) AT Performance Dual Max\"",Pickup truck: Standard,496,A1,B,26,31,28,3,3,3,571,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (21\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,27,30,28,3,3,3,528,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (21\"\" Wheels) Dual Large\"",Pickup truck: Standard,418,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (21\"\" Wheels) Performance Dual Large\"",Pickup truck: Standard,496,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (21\"\" Wheels) Dual Max\"",Pickup truck: Standard,418,A1,B,23,27,24,2,3,2,661,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (21\"\" Wheels) Performance Dual Max\"",Pickup truck: Standard,496,A1,B,23,27,24,2,3,2,661,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (22\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,28,33,30,3,3,3,488,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (22\"\" Wheels) Dual Large\"",Pickup truck: Standard,418,A1,B,26,29,27,2,3,3,549,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (22\"\" Wheels) Performance Dual Large\"",Pickup truck: Standard,496,A1,B,26,29,27,2,3,3,549,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (22\"\" Wheels) Dual Max\"",Pickup truck: Standard,418,A1,B,25,29,26,2,3,3,612,0,10,10,13,10
2023-01-01,Rivian,"\"R1T (22\"\" Wheels) Performance Dual Max\"",Pickup truck: Standard,496,A1,B,25,29,26,2,3,3,612,0,10,10,13,10
2023-01-01,Subaru,Solterra AWD,Sport utility vehicle: Small,160,A1,B,18,22,20,2,2,2,360,0,10,10,11,10
2023-01-01,Tesla,Model 3 RWD,Mid-size,192,A1,B,15,16,15,1,1,1,438,0,10,10,8,10
2023-01-01,Tesla,Model 3 Long Range AWD (pre-1/10/23),Mid-size,293,A1,B,15,16,16,1,1,1,576,0,10,10,10,10
2023-01-01,Tesla,Model 3 Long Range AWD,Mid-size,293,A1,B,16,17,16,1,1,1,536,0,10,10,10,10
2023-01-01,Tesla,Model 3 Long Range AWD (Import),Mid-size,276,A1,B,16,17,16,1,1,1,534,0,10,10,10,10
2023-01-01,Tesla,Model 3 Performance,Mid-size,321,A1,B,17,19,18,2,2,2,507,0,10,10,10,10
2023-01-01,Tesla,Model S,Full-size,494,A1,B,16,18,17,1,2,2,652,0,10,10,15,10
2023-01-01,Tesla,"\"Model S Plaid (19\"\" Wheels)\"",Full-size,750,A1,B,17,18,18,2,2,2,637,0,10,10,15,10
2023-01-01,Tesla,"\"Model S Plaid (21\"\" Wheels)\"",Full-size,750,A1,B,20,21,20,2,2,2,560,0,10,10,15,10
2023-01-01,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,19,21,20,2,2,2,560,0,10,10,14,10
2023-01-01,Tesla,"\"Model X Plaid (20\"\" Wheels)\"",Sport utility vehicle: Standard,750,A1,B,20,22,21,2,2,2,536,0,10,10,14,10
2023-01-01,Tesla,"\"Model X Plaid (22\"\" Wheels)\"",Sport utility vehicle: Standard,750,A1,B,22,23,22,2,2,2,500,0,10,10,14,10
2023-01-01,Tesla,Model Y RWD,Sport utility vehicle: Small,211,A1,B,16,18,17,1,2,1,394,0,10,10,8,10
2023-01-01,Tesla,Model Y AWD,Sport utility vehicle: Small,291,A1,B,16,18,17,1,2,1,449,0,10,10,9,10
2023-01-01,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,16,17,17,1,2,1,531,0,10,10,10,10
2023-01-01,Tesla,Model Y Long Range AWD (Import),Sport utility vehicle: Small,291,A1,B,17,18,17,2,2,2,497,0,10,10,10,10
2023-01-01,Tesla,Model Y Performance,Sport utility vehicle: Small,312,A1,B,18,19,18,2,2,2,488,0,10,10,10,10
2023-01-01,Tesla,Model Y Performance (Import),Sport utility vehicle: Small,314,A1,B,18,20,19,2,2,2,459,0,10,10,10,10
2023-01-01,Toyota,bZ4X,Sport utility vehicle: Small,150,A1,B,16,19,17,1,2,2,406,0,10,10,11,10
2023-01-01,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,A1,B,18,22,20,2,2,2,367,0,10,10,11,10
2023-01-01,VinFast,VF8 ECO,Sport utility vehicle: Small,260,A1,B,26,29,27,3,3,3,425,0,10,10,12,10
2023-01-01,VinFast,VF8 PLUS,Sport utility vehicle: Small,260,A1,B,32,34,33,3,3,3,354,0,10,10,12,10
2023-01-01,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,300,A1,B,43,48,45,4,5,5,391,0,10,10,12,10
2023-01-01,Volkswagen,ID.4,Sport utility vehicle: Small,150,A1,B,18,21,19,2,2,2,336,0,10,10,6,10
2023-01-01,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,150,A1,B,18,21,19,2,2,2,443,0,10,10,7,10
2023-01-01,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,220,A1,B,20,22,21,2,2,2,410,0,10,10,7,10
2023-01-01,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,22,26,23,2,2,2,364,0,10,10,8,10
2023-01-01,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,22,26,24,2,3,2,359,0,10,10,8,10
2024-01-01,Audi,e-tron GT,Mid-size,390,A2,B,24,24,24,2,2,2,399,0,10,10,10,10
2024-01-01,Audi,RS e-tron GT,Mid-size,475,A2,B,24,24,24,2,2,2,399,0,10,10,10,10
2024-01-01,Audi,Q4 50 e-tron,Sport utility vehicle: Small,220,A1,B,21,24,22,2,2,2,380,0,10,10,9,10
2024-01-01,Audi,Q4 Sportback 50 e-tron,Sport utility vehicle: Small,220,A1,B,21,23,22,2,2,2,389,0,10,10,9,10
2024-01-01,Audi,Q4 55 e-tron,Sport utility vehicle: Small,250,A1,B,19,22,21,2,2,2,415,0,10,10,12,10
2024-01-01,Audi,Q4 Sportback 55 e-tron,Sport utility vehicle: Small,250,A1,B,19,22,21,2,2,2,415,0,10,10,12,10
2024-01-01,Audi,Q8 e-tron,Sport utility vehicle: Standard,300,A1,B,26,25,25,2,2,2,459,0,10,10,16,10
2024-01-01,Audi,Q8 Sportback e-tron,Sport utility vehicle: Standard,300,A1,B,24,23,24,2,2,2,476,0,10,10,16,10
2024-01-01,Audi,"\"SQ8 e-tron (20\"\" Wheels)\"",Sport utility vehicle: Standard,370,A1,B,29,27,28,3,3,3,409,0,10,10,16,10
2024-01-01,Audi,"\"SQ8 e-tron (21\"\" or 22\"\" Wheels)\"",Sport utility vehicle: Standard,370,A1,B,33,33,33,3,3,3,351,0,10,10,16,10
2024-01-01,Audi,"\"SQ8 Sportback e-tron (20\"\" Wheels)\"",Sport utility vehicle: Standard,370,A1,B,29,27,28,3,3,3,409,0,10,10,16,10
2024-01-01,Audi,"\"SQ8 Sportback e-tron (21\"\" or 22\"\" Wheels)\"",Sport utility vehicle: Standard,370,A1,B,33,33,33,3,3,3,351,0,10,10,16,10
2024-01-01,BMW,"\"i4 eDrive35 Gran Coupe (18\"\" Wheels)\"",Subcompact,210,A1,B,17,17,17,1,2,2,444,0,10,10,7,10
2024-01-01,BMW,"\"i4 eDrive35 Gran Coupe (19\"\" Wheels)\"",Subcompact,210,A1,B,18,19,19,2,2,2,406,0,10,10,7,10
2024-01-01,BMW,"\"i4 eDrive40 Gran Coupe (18\"\" Wheels)\"",Subcompact,250,A1,B,19,19,19,2,2,2,484,0,10,10,8,10
2024-01-01,BMW,"\"i4 eDrive40 Gran Coupe (19\"\" Wheels)\"",Subcompact,250,A1,B,20,21,21,2,2,2,455,0,10,10,8,10
2024-01-01,BMW,"\"i4 xDrive40 Gran Coupe (18\"\" Wheels)\"",Subcompact,295,A1,B,19,18,19,2,2,2,494,0,10,10,8,10
2024-01-01,BMW,"\"i4 xDrive40 Gran Coupe (19\"\" Wheels)\"",Subcompact,295,A1,B,21,20,21,2,2,2,449,0,10,10,8,10
2024-01-01,BMW,"\"i4 M50 Gran Coupe (19\"\" Wheels)\"",Subcompact,400,A1,B,22,21,22,2,2,2,433,0,10,10,8,10
2024-01-01,BMW,"\"i4 M50 Gran Coupe (20\"\" Wheels)\"",Subcompact,400,A1,B,26,26,26,3,2,3,365,0,10,10,8,10
2024-01-01,BMW,"\"i5 M60 Sedan (19\"\" Wheels)\"",Compact,442,A1,B,23,22,23,2,2,2,412,0,10,10,8,10
2024-01-01,BMW,"\"i5 M60 Sedan (20\"\" Wheels)\"",Compact,442,A1,B,23,23,23,2,2,2,399,0,10,10,8,10
2024-01-01,BMW,"\"i5 M60 Sedan (21\"\" Wheels)\"",Compact,442,A1,B,24,24,24,2,2,2,386,0,10,10,8,10
2024-01-01,BMW,"\"i7 xDrive60 Sedan (19\"\" Wheels)\"",Full-size,400,A1,B,24,22,23,2,2,2,510,0,10,10,11,10
2024-01-01,BMW,"\"i7 xDrive60 Sedan (20\"\" Wheels)\"",Full-size,400,A1,B,25,24,25,2,2,2,480,0,10,10,11,10
2024-01-01,BMW,"\"i7 xDrive60 Sedan (21\"\" Wheels)\"",Full-size,400,A1,B,24,23,23,2,2,2,494,0,10,10,11,10
2024-01-01,BMW,"\"i7 M70 xDrive Sedan (20\"\" Wheels)\"",Full-size,485,A1,B,28,26,27,3,2,3,441,0,10,10,11,10
2024-01-01,BMW,"\"i7 M70 xDrive Sedan (21\"\" Wheels)\"",Full-size,485,A1,B,26,24,25,3,2,2,468,0,10,10,11,10
2024-01-01,BMW,"\"iX xDrive40 (20\"\" Wheels) \"",Sport utility vehicle: Standard,240,A1,B,24,24,24,2,2,2,351,0,10,10,8,10
2024-01-01,BMW,"\"iX xDrive40 (21\"\" Wheels) \"",Sport utility vehicle: Standard,240,A1,B,24,25,24,2,2,2,346,0,10,10,8,10
2024-01-01,BMW,"\"iX xDrive40 (22\"\" Wheels) \"",Sport utility vehicle: Standard,240,A1,B,23,24,23,2,2,2,356,0,10,10,8,10
2024-01-01,BMW,"\"iX xDrive50 (20\"\" Wheels) \"",Sport utility vehicle: Standard,385,A1,B,25,24,25,2,2,2,500,0,10,10,11,10
2024-01-01,BMW,"\"iX xDrive50 (21\"\" Wheels)\"",Sport utility vehicle: Standard,385,A1,B,25,25,25,2,2,2,494,0,10,10,11,10
2024-01-01,BMW,"\"iX xDrive50 (22\"\" Wheels) \"",Sport utility vehicle: Standard,385,A1,B,25,25,25,2,2,2,491,0,10,10,11,10
2024-01-01,BMW,"\"iX M60 (21\"\" Wheels)\"",Sport utility vehicle: Standard,397,A1,B,26,26,26,3,2,3,476,0,10,10,11,10
2024-01-01,BMW,"\"iX M60 (22\"\" Wheels)\"",Sport utility vehicle: Standard,397,A1,B,26,25,26,3,2,2,476,0,10,10,11,10
2024-01-01,Cadillac,LYRIQ (11.5 kW Charger),Sport utility vehicle: Small,255,A1,B,22,25,23,2,2,2,505,0,10,10,10,10
2024-01-01,Cadillac,LYRIQ (19 kW Charger),Sport utility vehicle: Small,255,A1,B,22,25,23,2,2,2,505,0,10,10,6,10
2024-01-01,Cadillac,LYRIQ AWD (11.5 kW Charger),Sport utility vehicle: Small,375,A1,B,21,25,23,2,2,2,494,0,10,10,10,10
