Model year,Make,Model,Vehicle class,Motor (kW),Transmission,Fuel type,City (kWh/100 km),Highway (kWh/100 km),Combined (kWh/100 km),City (Le/100 km),Highway (Le/100 km),Combined (Le/100 km),Range (km),CO2 emissions (g/km),CO2 rating ,Smog rating,Recharge time (h),CO2 rating
2024-01-01,Cadillac,LYRIQ AWD (19 kW Charger),Sport utility vehicle: Small,375,A1,B,21,25,23,2,2,2,494,0,10,10,6,10
2024-01-01,Chevrolet,Blazer EV RS,Sport utility vehicle: Small,255,A1,B,21,24,22,2,2,2,521,0,10,10,11,10
2024-01-01,Chevrolet,Blazer EV 2LT/RS AWD,Sport utility vehicle: Small,247,A1,B,20,23,21,2,2,2,449,0,10,10,9,10
2024-01-01,Chevrolet,Equinox EV,Sport utility vehicle: Small,180,A1,B,17,21,19,2,2,2,513,0,10,10,9,10
2024-01-01,Chevrolet,Equinox EV AWD,Sport utility vehicle: Small,247,A1,B,20,23,21,2,2,2,459,0,10,10,9,10
2024-01-01,Chevrolet,Silverado EV 3WT,Pickup truck: Standard,381,A1,B,29,34,31,3,3,3,632,0,10,10,11,10
2024-01-01,Chevrolet,Silverado EV 4WT,Pickup truck: Standard,381,A1,B,31,35,33,3,4,3,724,0,10,10,12,10
2024-01-01,FIAT,500e,Minicompact,87,A1,B,17,20,19,2,2,2,227,0,10,10,6,10
2024-01-01,Fisker,"\"Ocean Extreme (20\"\" Wheels)\"",Sport utility vehicle: Standard,414,A1,B,21,24,22,2,2,2,579,0,10,10,18,10
2024-01-01,Fisker,"\"Ocean Extreme (22\"\" Wheels)\"",Sport utility vehicle: Standard,414,A1,B,21,25,23,2,2,2,541,0,10,10,18,10
2024-01-01,Fisker,"\"Ocean Sport (20\"\" Wheels)\"",Sport utility vehicle: Standard,207,A1,B,20,25,22,2,2,2,372,0,10,10,12,10
2024-01-01,Fisker,"\"Ocean Sport (22\"\" Wheels)\"",Sport utility vehicle: Standard,207,A1,B,25,28,26,2,3,3,312,0,10,10,12,10
2024-01-01,Fisker,"\"Ocean Ultra (20\"\" Wheels)\"",Sport utility vehicle: Standard,414,A1,B,21,25,23,2,2,2,563,0,10,10,18,10
2024-01-01,Fisker,"\"Ocean Ultra (22\"\" Wheels)\"",Sport utility vehicle: Standard,414,A1,B,22,26,24,2,2,2,525,0,10,10,18,10
2024-01-01,Ford,F-150 Lightning Standard Range,Pickup truck: Standard,318,A1,B,27,34,30,3,3,3,386,0,10,10,11,10
2024-01-01,Ford,F-150 Lightning Extended Range,Pickup truck: Standard,420,A1,B,26,33,29,3,3,3,515,0,10,10,14,10
2024-01-01,Ford,F-150 Lightning Platinum,Pickup truck: Standard,420,A1,B,28,35,31,3,3,3,483,0,10,10,14,10
2024-01-01,Ford,F-150 Lightning Pro,Pickup truck: Standard,420,A1,B,26,33,29,3,3,3,515,0,10,10,10,10
2024-01-01,Ford,Mustang Mach-E Standard Range,Sport utility vehicle: Small,197,A1,B,19,21,20,2,2,2,402,0,10,10,7,10
2024-01-01,Ford,Mustang Mach-E Standard Range AWD,Sport utility vehicle: Small,242,A1,B,22,23,22,2,2,2,370,0,10,10,7,10
2024-01-01,Ford,Mustang Mach-E Extended Range,Sport utility vehicle: Small,216,A1,B,18,20,19,2,2,2,515,0,10,10,10,10
2024-01-01,Ford,Mustang Mach-E Extended Range AWD,Sport utility vehicle: Small,272,A1,B,20,22,21,2,2,2,483,0,10,10,10,10
2024-01-01,Ford,Mustang Mach-E GT,Sport utility vehicle: Small,358,A1,B,22,24,23,2,2,2,451,0,10,10,9,10
2024-01-01,Genesis,Electrified G80,Full-size,272,A1,B,19,23,21,2,2,2,454,0,10,10,9,10
2024-01-01,Genesis,GV60 Advanced AWD,Full-size,234,A1,B,20,24,22,2,2,2,399,0,10,10,7,10
2024-01-01,Genesis,GV60 Performance AWD,Full-size,320,A1,B,21,25,23,2,2,2,378,0,10,10,7,10
2024-01-01,Genesis,Electrified GV70,Sport utility vehicle: Small,320,A1,B,21,25,23,2,2,2,380,0,10,10,7,10
2024-01-01,GMC,HUMMER EV2X Pickup,Pickup truck: Standard,428,A1,B,36,45,40,4,5,4,500,0,10,10,10,10
2024-01-01,GMC,HUMMER EV2X Pickup Mud Terrain Tire,Pickup truck: Standard,428,A1,B,40,49,44,4,5,5,449,0,10,10,10,10
2024-01-01,GMC,HUMMER EV2X SUV,Sport utility vehicle: Standard,428,A1,B,37,45,41,4,5,4,488,0,10,10,10,10
2024-01-01,GMC,HUMMER EV2X SUV Mud Terrain Tire,Sport utility vehicle: Standard,428,A1,B,40,49,44,4,5,5,449,0,10,10,10,10
2024-01-01,GMC,HUMMER EV3X SUV,Sport utility vehicle: Standard,600,A1,B,35,43,39,4,4,4,505,0,10,10,10,10
2024-01-01,GMC,HUMMER EV3X SUV Mud Terrain Tire,Sport utility vehicle: Standard,600,A1,B,37,46,41,4,5,4,480,0,10,10,10,10
2024-01-01,Honda,Prologue EX AWD,Sport utility vehicle: Standard,247,A1,B,20,23,22,2,2,2,452,0,10,10,9,10
2024-01-01,Honda,Prologue EX-L AWD,Sport utility vehicle: Standard,247,A1,B,20,23,22,2,2,2,452,0,10,10,9,10
2024-01-01,Honda,Prologue Touring AWD,Sport utility vehicle: Standard,247,A1,B,21,25,22,2,2,2,439,0,10,10,9,10
2024-01-01,Hyundai,IONIQ 5 Long Range,Sport utility vehicle: Small,168,A1,B,15,21,18,1,2,2,488,0,10,10,8,10
2024-01-01,Hyundai,IONIQ 5 Long Range AWD,Sport utility vehicle: Small,239,A1,B,19,24,21,2,2,2,410,0,10,10,8,10
2024-01-01,Hyundai,IONIQ 6 Long Range (18'' Wheels),Mid-size,168,A1,B,13,16,14,1,1,1,581,0,10,10,7,10
2024-01-01,Hyundai,IONIQ 6 Long Range (20'' Wheels),Mid-size,168,A1,B,16,19,18,1,2,2,491,0,10,10,7,10
2024-01-01,Hyundai,IONIQ 6 Long Range AWD (18'' Wheels),Mid-size,239,A1,B,16,18,17,1,2,1,509,0,10,10,7,10
2024-01-01,Hyundai,IONIQ 6 Long Range AWD (20'' Wheels),Mid-size,239,A1,B,18,22,20,2,2,2,435,0,10,10,7,10
2024-01-01,Hyundai,Kona Electric Long Range,Sport utility vehicle: Small,150,A1,B,16,20,18,1,2,2,420,0,10,10,6,10
2024-01-01,Jaguar,I-PACE,Sport utility vehicle: Small,294,A1,B,24,26,25,2,3,2,381,0,10,10,13,10
2024-01-01,Kia,EV6 Wind,Sport utility vehicle: Small,168,A1,B,15,20,18,1,2,2,499,0,10,10,8,10
2024-01-01,Kia,"\"EV6 Land AWD (19\"\" Wheels)\"",Sport utility vehicle: Small,239,A1,B,17,21,19,2,2,2,454,0,10,10,8,10
2024-01-01,Kia,"\"EV6 Land AWD (20\"\" Wheels)\"",Sport utility vehicle: Small,239,A1,B,19,24,21,2,2,2,406,0,10,10,8,10
2024-01-01,Kia,EV6 GT AWD,Sport utility vehicle: Small,430,A1,B,23,27,25,2,3,2,351,0,10,10,7,10
2024-01-01,Kia,EV9 Light,Sport utility vehicle: Standard,160,A1,B,21,27,23,2,3,2,370,0,10,10,11,10
2024-01-01,Kia,EV9 Wind,Sport utility vehicle: Standard,149,A1,B,21,26,23,2,3,2,489,0,10,10,15,10
2024-01-01,Kia,EV9 Land AWD,Sport utility vehicle: Standard,282,A1,B,23,28,25,2,3,2,451,0,10,10,14,10
2024-01-01,Kia,EV9 Land AWD GT-Line,Sport utility vehicle: Standard,282,A1,B,23,29,26,2,3,2,435,0,10,10,15,10
2024-01-01,Kia,Niro EV,Sport utility vehicle: Small,150,A1,B,16,20,18,1,2,2,407,0,10,10,7,10
2024-01-01,Lexus,"\"RZ 450e AWD (18\"\" Wheels)\"",Sport utility vehicle: Small,230,A1,B,18,21,19,2,2,2,354,0,10,10,10,10
2024-01-01,Lexus,"\"RZ 450e AWD (20\"\" Wheels)\"",Sport utility vehicle: Small,230,A1,B,20,24,22,2,2,2,315,0,10,10,10,10
2024-01-01,Lucid,"\"Air Pure (19\"\" Wheels)\"",Full-size,330,A1,B,14,15,15,1,1,1,674,0,10,10,10,10
2024-01-01,Lucid,"\"Air Pure (20\"\" Wheels)\"",Full-size,330,A1,B,15,16,16,1,1,1,634,0,10,10,10,10
2024-01-01,Lucid,Air Sapphire AWD,Full-size,930,A1,B,19,20,20,2,2,2,687,0,10,10,13,10
2024-01-01,Lucid,"\"Air Touring AWD (19\"\" Wheels)\"",Full-size,462,A1,B,15,16,15,1,1,1,661,0,10,10,10,10
2024-01-01,Lucid,"\"Air Touring AWD (20\"\" Wheels)\"",Full-size,462,A1,B,16,17,17,1,2,1,615,0,10,10,10,10
2024-01-01,Lucid,"\"Air Touring AWD (21\"\" Wheels)\"",Full-size,462,A1,B,17,18,17,1,2,2,587,0,10,10,10,10
2024-01-01,Mazda,MX-30,Mid-size,107,A1,B,21,24,22,2,2,2,161,0,10,10,5,10
2024-01-01,Mercedes-Benz,AMG EQE 4MATIC+ Sedan,Mid-size,460,A1,B,28,28,28,3,3,3,370,0,10,10,10,10
2024-01-01,Mercedes-Benz,AMG EQS 4MATIC+ Sedan,Full-size,484,A1,B,26,24,25,3,2,2,483,0,10,10,11,10
2024-01-01,Mercedes-Benz,EQB 250+,Sport utility vehicle: Small,142,A1,B,20,23,21,2,2,2,359,0,10,10,7,10
2024-01-01,Mercedes-Benz,EQB 300 4MATIC,Sport utility vehicle: Small,170,A1,B,23,24,23,2,2,2,340,0,10,10,6,10
2024-01-01,Mercedes-Benz,EQE 350 4MATIC Sedan,Mid-size,215,A1,B,24,21,23,2,2,2,451,0,10,10,9,10
2024-01-01,Mercedes-Benz,EQE 350 4MATIC SUV,Sport utility vehicle: Standard,215,A1,B,23,25,24,2,2,2,426,0,10,10,9,10
2024-01-01,Mercedes-Benz,EQE 500 4MATIC Sedan,Mid-size,300,A1,B,23,23,23,2,2,2,446,0,10,10,9,10
2024-01-01,Mercedes-Benz,EQE 500 4MATIC SUV,Sport utility vehicle: Standard,300,A1,B,23,24,24,2,2,2,462,0,10,10,9,10
2024-01-01,Mercedes-Benz,EQS 450 4MATIC Sedan,Full-size,265,A1,B,22,21,22,2,2,2,555,0,10,10,12,10
2024-01-01,Mercedes-Benz,EQS 450 4MATIC SUV,Sport utility vehicle: Standard,265,A1,B,24,25,25,2,2,2,531,0,10,10,14,10
2024-01-01,Mercedes-Benz,EQS 580 4MATIC Sedan,Full-size,400,A1,B,22,21,21,2,2,2,555,0,10,10,12,10
2024-01-01,Mercedes-Benz,EQS 580 4MATIC SUV,Sport utility vehicle: Standard,400,A1,B,24,25,25,2,2,2,531,0,10,10,14,10
2024-01-01,Mercedes-Benz,Maybach EQS 680 4MATIC SUV,Sport utility vehicle: Standard,484,A1,B,25,25,25,2,2,2,517,0,10,10,14,10
2024-01-01,MINI,Cooper SE 3 Door,Subcompact,135,A1,B,17,20,19,2,2,2,183,0,10,10,4,10
2024-01-01,Nissan,ARIYA Engage,Station wagon: Small,160,A1,B,19,22,20,2,2,2,348,0,10,10,10,10
2024-01-01,Nissan,ARIYA Evolve+,Station wagon: Small,178,A1,B,20,23,21,2,2,2,465,0,10,10,14,10
2024-01-01,Nissan,ARIYA Venture+,Station wagon: Small,178,A1,B,18,22,20,2,2,2,489,0,10,10,14,10
2024-01-01,Nissan,ARIYA Evolve e-4ORCE,Station wagon: Small,250,A1,B,20,23,21,2,2,2,330,0,10,10,10,10
2024-01-01,Nissan,ARIYA Evolve+ e-4ORCE,Station wagon: Small,290,A1,B,21,24,22,2,2,2,438,0,10,10,13,10
2024-01-01,Nissan,ARIYA Platinum+ e-4ORCE,Station wagon: Small,290,A1,B,22,24,23,2,2,2,428,0,10,10,14,10
2024-01-01,Nissan,LEAF SV,Mid-size,110,A1,B,17,21,18,1,2,2,240,0,10,10,8,10
2024-01-01,Nissan,LEAF SV PLUS,Mid-size,160,A1,B,17,21,19,1,2,2,341,0,10,10,11,10
2024-01-01,Polestar,"\"2 Single Motor (19\"\" Wheels)\"",Mid-size,220,A1,B,16,19,18,1,2,2,515,0,10,10,8,10
2024-01-01,Polestar,"\"2 Single Motor (20\"\" Wheels)\"",Mid-size,220,A1,B,17,20,18,2,2,2,494,0,10,10,8,10
2024-01-01,Polestar,"\"2 Dual Motor (19\"\" Wheels)\"",Mid-size,310,A1,B,18,21,19,2,2,2,444,0,10,10,8,10
2024-01-01,Polestar,"\"2 Dual Motor (20\"\" Wheels)\"",Mid-size,310,A1,B,19,21,20,2,2,2,428,0,10,10,8,10
2024-01-01,Polestar,2 Dual Motor Performance Pack,Mid-size,335,A1,B,21,23,21,2,2,2,397,0,10,10,8,10
2024-01-01,Rivian,"\"R1S All-Terrain Dual Large (20\"\" Wheels)\"",Sport utility vehicle: Standard,418,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2024-01-01,Rivian,"\"R1S AT Performance Dual Large (20\"\" Wheels)\"",Sport utility vehicle: Standard,496,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2024-01-01,Rivian,"\"R1S Dual Large (21\"\" Wheels)\"",Sport utility vehicle: Standard,418,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2024-01-01,Rivian,"\"R1S Performance Dual Large (21\"\" Wheels)\"",Sport utility vehicle: Standard,496,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2024-01-01,Rivian,"\"R1S Dual Large (22\"\" Wheels)\"",Sport utility vehicle: Standard,418,A1,B,26,29,27,3,3,3,549,0,10,10,13,10
2024-01-01,Rivian,"\"R1S Performance Dual Large (22\"\" Wheels)\"",Sport utility vehicle: Standard,496,A1,B,26,29,27,3,3,3,549,0,10,10,13,10
2024-01-01,Rivian,"\"R1S All-Terrain Dual Max (20\"\" Wheels)\"",Sport utility vehicle: Standard,418,A1,B,26,31,28,3,3,3,571,0,10,10,14,10
2024-01-01,Rivian,"\"R1S All-Terrain Performance Dual Max (20\"\" Wheels)\"",Sport utility vehicle: Standard,496,A1,B,26,31,28,3,3,3,571,0,10,10,14,10
2024-01-01,Rivian,"\"R1S Dual Max (21\"\" Wheels)\"",Sport utility vehicle: Standard,418,A1,B,23,27,25,2,3,2,644,0,10,10,14,10
2024-01-01,Rivian,"\"R1S Performance Dual Max (21\"\" Wheels)\"",Sport utility vehicle: Standard,496,A1,B,23,27,25,2,3,2,644,0,10,10,14,10
2024-01-01,Rivian,"\"R1S Dual Max (22\"\" Wheels)\"",Sport utility vehicle: Standard,418,A1,B,25,29,26,2,3,3,612,0,10,10,14,10
2024-01-01,Rivian,"\"R1S Performance Dual Max (22\"\" Wheels)\"",Sport utility vehicle: Standard,496,A1,B,25,29,26,2,3,3,612,0,10,10,14,10
2024-01-01,Rivian,"\"R1S Quad Large (20\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,30,35,32,3,3,3,465,0,10,10,13,10
2024-01-01,Rivian,"\"R1S All-Terrain Quad Large (20\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,32,35,33,3,3,3,441,0,10,10,13,10
2024-01-01,Rivian,"\"R1S Quad Large (21\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,27,31,29,3,3,3,517,0,10,10,13,10
2024-01-01,Rivian,"\"R1S Quad Large (22\"\" Wheels)\"",Sport utility vehicle: Standard,650,A1,B,28,33,30,3,3,3,488,0,10,10,13,10
2024-01-01,Rivian,"\"R1T All-Terrain Dual Large (20\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2024-01-01,Rivian,"\"R1T AT Performance Dual Large (20\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,29,32,30,3,3,3,494,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Dual Large (21\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Performance Dual Large (21\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,25,28,26,2,3,3,566,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Dual Large (22\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,26,29,27,2,3,3,549,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Performance Dual Large (22\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,26,29,27,2,3,3,549,0,10,10,13,10
2024-01-01,Rivian,"\"R1T All-Terrain Dual Max (20\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,26,31,28,3,3,3,571,0,10,10,14,10
2024-01-01,Rivian,"\"R1T All-Terrain Performance Dual Max (20\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,26,31,28,3,3,3,571,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Dual Max (21\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,23,27,24,2,3,2,661,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Performance Dual Max (21\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,23,27,24,2,3,2,661,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Dual Max (22\"\" Wheels)\"",Pickup truck: Standard,418,A1,B,25,29,26,2,3,3,612,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Performance Dual Max (22\"\" Wheels)\"",Pickup truck: Standard,496,A1,B,25,29,26,2,3,3,612,0,10,10,14,10
2024-01-01,Rivian,"\"R1T Quad Large (20\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,30,35,32,3,3,3,465,0,10,10,13,10
2024-01-01,Rivian,"\"R1T All-Terrain Quad Large (20\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,32,35,33,3,3,3,441,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Quad Large (21\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,27,30,28,3,3,3,528,0,10,10,13,10
2024-01-01,Rivian,"\"R1T Quad Large (22\"\" Wheels)\"",Pickup truck: Standard,650,A1,B,28,33,30,3,3,3,488,0,10,10,13,10
2024-01-01,Rolls-Royce,"\"Spectre (22\"\" Wheels)\"",Compact,430,A1,B,27,24,25,3,2,2,468,0,10,10,11,10
2024-01-01,Rolls-Royce,"\"Spectre (23\"\" Wheels)\"",Compact,430,A1,B,29,26,28,3,3,3,428,0,10,10,11,10
2024-01-01,Rolls-Royce,"\"Black Badge Spectre (22\"\" Wheels)\"",Compact,485,A1,B,28,25,26,3,2,3,451,0,10,10,11,10
2024-01-01,Rolls-Royce,"\"Black Badge Spectre (23\"\" Wheels)\"",Compact,485,A1,B,29,27,28,3,3,3,425,0,10,10,11,10
2024-01-01,Subaru,Solterra AWD,Sport utility vehicle: Small,160,A1,B,18,22,20,2,2,2,359,0,10,10,11,10
2024-01-01,Tesla,Model 3 RWD,Mid-size,192,A1,B,15,16,15,1,1,1,438,0,10,10,8,10
2024-01-01,Tesla,Model 3 RWD (Import),Mid-size,202,A1,B,14,16,15,1,1,1,438,0,10,10,8,10
2024-01-01,Tesla,Model 3 Long Range AWD,Mid-size,276,A1,B,15,16,16,1,1,1,549,0,10,10,10,10
2024-01-01,Tesla,Model 3 Long Range AWD (Import),Mid-size,280,A1,B,15,17,16,1,1,1,549,0,10,10,10,10
2024-01-01,Tesla,Model S,Full-size,494,A1,B,16,18,17,1,2,1,647,0,10,10,15,10
2024-01-01,Tesla,"\"Model S Plaid (19\"\" Wheels)\"",Full-size,750,A1,B,18,20,19,2,2,2,578,0,10,10,15,10
2024-01-01,Tesla,"\"Model S Plaid (21\"\" Wheels)\"",Full-size,750,A1,B,21,22,21,2,2,2,515,0,10,10,15,10
2024-01-01,Tesla,Model X,Sport utility vehicle: Standard,494,A1,B,20,21,20,2,2,2,539,0,10,10,14,10
2024-01-01,Tesla,"\"Model X Plaid (20\"\" Wheels)\"",Sport utility vehicle: Standard,750,A1,B,20,22,21,2,2,2,525,0,10,10,14,10
2024-01-01,Tesla,"\"Model X Plaid (22\"\" Wheels)\"",Sport utility vehicle: Standard,750,A1,B,22,24,23,2,2,2,483,0,10,10,14,10
2024-01-01,Tesla,Model Y RWD,Sport utility vehicle: Small,203,A1,B,16,18,17,1,2,2,418,0,10,10,8,10
2024-01-01,Tesla,Model Y Long Range AWD,Sport utility vehicle: Small,291,A1,B,17,18,17,2,2,2,497,0,10,10,10,10
2024-01-01,Tesla,Model Y Performance,Sport utility vehicle: Small,314,A1,B,18,20,19,2,2,2,459,0,10,10,10,10
2024-01-01,Toyota,bZ4X,Sport utility vehicle: Small,150,A1,B,16,19,17,1,2,2,406,0,10,10,11,10
2024-01-01,Toyota,bZ4X AWD,Sport utility vehicle: Small,160,A1,B,18,22,20,2,2,2,367,0,10,10,11,10
2024-01-01,VinFast,VF8 ECO,Sport utility vehicle: Small,260,A1,B,26,29,27,3,3,3,425,0,10,10,12,10
2024-01-01,VinFast,VF8 PLUS,Sport utility vehicle: Small,260,A1,B,28,30,29,3,3,3,356,0,10,10,12,10
2024-01-01,VinFast,VF8 PLUS Performance,Sport utility vehicle: Small,300,A1,B,43,48,45,4,5,5,391,0,10,10,12,10
2024-01-01,VinFast,VF9 ECO,Sport utility vehicle: Standard,300,A1,B,26,29,27,3,3,3,531,0,10,10,15,10
2024-01-01,VinFast,VF9 PLUS,Sport utility vehicle: Standard,300,A1,B,29,31,30,3,3,3,468,0,10,10,15,10
2024-01-01,Volkswagen,ID.4,Sport utility vehicle: Small,150,A1,B,18,21,19,2,2,2,332,0,10,10,6,10
2024-01-01,Volkswagen,ID.4 S,Sport utility vehicle: Small,150,A1,B,18,21,19,2,2,2,332,0,10,10,6,10
2024-01-01,Volkswagen,ID.4 Pro,Sport utility vehicle: Small,210,A1,B,17,20,18,1,2,2,468,0,10,10,8,10
2024-01-01,Volkswagen,ID.4 Pro S,Sport utility vehicle: Small,210,A1,B,17,20,18,1,2,2,468,0,10,10,8,10
2024-01-01,Volkswagen,ID.4 AWD Pro,Sport utility vehicle: Small,250,A1,B,19,21,20,2,2,2,423,0,10,10,8,10
2024-01-01,Volkswagen,ID.4 AWD Pro S,Sport utility vehicle: Small,250,A1,B,19,21,20,2,2,2,423,0,10,10,8,10
2024-01-01,Volvo,C40 Recharge,Sport utility vehicle: Small,185,A1,B,17,21,19,2,2,2,478,0,10,10,8,10
2024-01-01,Volvo,C40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19,23,21,2,2,2,414,0,10,10,8,10
2024-01-01,Volvo,XC40 Recharge,Sport utility vehicle: Small,185,A1,B,17,22,19,2,2,2,472,0,10,10,8,10
2024-01-01,Volvo,XC40 Recharge Twin,Sport utility vehicle: Small,300,A1,B,19,23,21,2,2,2,409,0,10,10,8,10
